Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Category,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station,num_facilities
1.0,1.0,450,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",Armani Soho,Golden Armani Sdn Bhd,Freehold,"Jalan TP 3, Taman Perindustrian UEP, Subang Jaya, Selangor",2022.0,26.0,319.0,Service Residence,1.0,Medium,Non Bumi Lot,E,Bus Stop at Persiaran Setia,0,0,"Sekolah Kebangsaan USJ 12
Sekolah Menengah Kebangsaan USJ 12
Sekolah Menengah Islam Al Hikmah",0,368000,0,0,,10
3.0,2.0,818,0,,"Apartment / Condominium, For Sale","Parking, Jogging Track, Swimming Pool, Gymnasium, Lift, Barbeque area, Security, Playground",Majestic Maxim,Maxim Holdings,Leasehold,"Jalan 9/142, Taman Connaught, Cheras, Kuala Lumpur",2021.0,44.0,2136.0,Service Residence,1.0,High,Non Bumi Lot,E,,0,0,"SK Seri Anggerik
SMK Orkid Desa
Rocklin Learning Center",0,340000,0,0,MRT Station Taman Connaught (MRT Sungai Buloh-Kajang Line),8
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Swimming Pool, Squash Court, Club house, Parking, Tennis Court, Security, Minimart, Playground, Gymnasium, Jogging Track, Barbeque area, Sauna, Lift",Villa Emas,Techware Enterprise Sdn Bhd,Leasehold,"Persiaran Bayan Indah,, Bayan Lepas, Penang",1998.0,16.0,488.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,,0,447000,0,0,,13
3.0,2.0,950,0,Mid Valley Megamall,"Apartment / Condominium, For Sale","Security, Playground, Parking, Swimming Pool",OUG Parklane,Akisama Group Of Companies,Freehold,"Jalan 1/152, Off Jalan Puchong, Taman OUG, OUG, Kuala Lumpur",2015.0,31.0,4225.0,Service Residence,2.0,Medium,Non Bumi Lot,E,"Bus Stop KL 1284 Wisma Buddist
Bus Stop KL 1179 Saville Residence
Bus Stop KL 1180 Wisma Buddist
Bus Stop KL 1283 Batu 3 1/2 Klang Lama
Bus Stop KL 1285 Saville Residence
Bus Stop KL 1181 Batu 3 1/2 KLang Lama
Bus Stop KL 1282 3Rd Mile Square
Bus Stop KL 1281 Taman Shanghai (Utara)
Bus Stop KL 1183 Taman Shanghai (Utara)
Bus Stop KTM Angkasapuri
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop Jalan Desa Utama
Bus Stop Jalan 2/112A
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop KL 1280 Taman Shanghai (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Mid Valley Megamall South Court
Bus Stop KL 1184 Taman Shanghai (Selatan)",0,0,Vikas International School,0,450000,0,0,"KTM Station Seputeh (Komuter Seremban Line)
KTM Station Angkasapuri (Komuter Port Klang Line)",4
3.0,2.0,850,0,,"Apartment / Condominium, For Sale",Lift,Flora Damansara,Mk Land Holdings,Leasehold,"Jalan PJU 8/9, Damansara Perdana, Selangor",2015.0,20.0,1440.0,Condominium,1.0,Medium,Non Bumi Lot,-,,0,0,,0,245000,0,0,,1
3.0,2.0,656,0,,"Apartment / Condominium, For Sale","Security, Parking",Sri Pinang (Georgetown),-,Leasehold,"No. 23, Jalan Logan, Georgetown, Penang",1993.0,8.0,23.0,Apartment,2.0,High,Non Bumi Lot,E,,0,0,,0,230000,0,0,,2
4.0,2.0,1340,0,Alpha Angle,"Apartment / Condominium, For Sale","Security, Playground, Parking, Lift, Swimming Pool, Gymnasium, Minimart",Desa Putra (Wangsa Maju),-,Leasehold,"Jalan 58/26, Wangsa Maju, Kuala Lumpur",2007.0,19.0,436.0,Condominium,1.0,Low,Bumi Lot,E,Bus Stop Petron,0,0,"SK Wangsa Maju Seksyen 1
SMK Zon R1 Wangsa Maju
Wangsa Jaya Primary School
SRA As-Saadah
SK Wangsa Maju Zon R10
SMK Wangsa Maju Seksyen 2",0,630000,0,0,"LRT Station Sri Rampai (Kelana Jaya Line)
LRT Station Wangsa Maju (Kelana Jaya Line)",7
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Jogging Track, Minimart, Playground, Parking, Security, Gymnasium, Sauna",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29.0,480.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,345000,0,0,,7
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Gymnasium, Security, Minimart, Jogging Track, Sauna, Parking, Playground",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29.0,480.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,345000,0,0,,7
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Security",Desa Permata Ruby Block 17,-,Freehold,"Lintang Paya Terubong 1, Ayer Itam, Penang",1995.0,11.0,100.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,260000,0,0,,2
3.0,2.0,970,0,,"Apartment / Condominium, For Sale","Playground, Barbeque area, Swimming Pool, Security, Tennis Court, Parking",Desa Permai Indah Apartment,-,Leasehold,"Lorong Helang 1, Sungai Dua, Penang",1997.0,14.0,528.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,300000,0,0,,6
3.0,2.0,1200,0,,"Apartment / Condominium, For Sale","Gymnasium, Swimming Pool, Parking, Security, Playground, Jogging Track",One Imperial,Ideal Property Group,Freehold,"Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,20.0,771.0,Condominium,2.0,Low,Non Bumi Lot,E,,0,0,,0,555000,0,0,,6
3.0,2.0,810,0,,"Apartment / Condominium, For Sale","Security, Parking, Minimart, Swimming Pool",Puncak Banyan,Connaught Heights Sdn Bhd,Freehold,"Jalan Puncak Gading, Taman Connaught, Cheras, Kuala Lumpur",2007.0,20.0,1.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,"SMK Orkid Desa
SMK Taman Connaught
SJK(C) Taman Connaught
Rocklin Learning Center",0,288000,0,0,,4
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Playground, Barbeque area, Gymnasium, Swimming Pool, Jogging Track, Parking, Security",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30.0,500.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,380000,0,0,,8
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Playground, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Security",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30.0,500.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,340000,0,0,,8
3.0,2.0,900,0,,"Apartment / Condominium, For Sale",-,One Foresta @ Bayan Lepas,Ideal Property Group,Freehold,"Lengkok Kelicap, Bayan Lepas, Penang",2019.0,42.0,2685.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,400000,0,0,,1
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Playground, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall, Security",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30.0,500.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,350000,0,0,,8
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Jogging Track, Minimart, Playground, Parking, Security, Lift",BJ Court Condominium,-,Freehold,"Jalan Rumbia, Bayan Lepas, Penang",1998.0,35.0,480.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,,0,250000,0,0,,6
2.0,2.0,800,0,,"Apartment / Condominium, For Sale","Gymnasium, Barbeque area, Lift, Jogging Track, Multipurpose hall, Parking, Security, Swimming Pool",Eco Bloom @ Eco Meadows,Eco World Development Group Berhad,Freehold,"Jalan Paboi, Simpang Ampat, Penang",2020.0,33.0,490.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,399000,0,0,,8
3.0,3.0,1082,0,,"Apartment / Condominium, For Sale","Squash Court, Sauna, Lift, Parking, Security, Playground, Gymnasium, Barbeque area, Minimart, Swimming Pool",Residensi Adelia,Trans Loyal Development Sdn Bhd,Freehold,"Persiaran Bangi Avenue, Ladang Bangi, Kajang, Selangor",2022.0,22.0,552.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,329000,0,0,,10
3.0,2.0,1050,0,,"Apartment / Condominium, For Sale","Security, Parking, Minimart",Sunshine Tower,Stallions,Freehold,"No. 97, Jalan Thomas, Bukit Dumbar, Jelutong, Penang",1999.0,9.0,36.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,550000,0,0,,3
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Gymnasium, Parking, Minimart, Playground, Jogging Track, Sauna, Security",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29.0,480.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,320000,0,0,,7
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Gymnasium, Security, Minimart, Jogging Track, Sauna, Parking, Playground",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29.0,480.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,303000,0,0,,7
3.0,2.0,800,0,,"Apartment / Condominium, For Sale",-,Kingfisher Series Condominium,Hunza Properties Berhad,Freehold,"No. 9-10, Jalan Gangsa, Green Lane, Georgetown, Penang",1998.0,21.0,406.0,Condominium,2.0,-,Non Bumi Lot,-,,0,0,,0,320000,0,0,,1
1.0,1.0,622,0,,"Apartment / Condominium, For Sale","Swimming Pool, Parking, Security, Jogging Track, Gymnasium",Arte Plus Jalan Ampang,Arte Corp,Leasehold,"Off Jalan Ampang, Ampang, Kuala Lumpur",2018.0,38.0,1163.0,Service Residence,1.0,High,Non Bumi Lot,-,"Bus Stop Ampang Timur (KL1816)
Bus Stop Bangunan Risda (KL2290)
Bus Stop 3 Towers KL (KL2297)
Bus Stop 4 Jalan Ampang",0,0,"Libyan School
International School Of Kuala Lumpur City",0,570000,0,0,,5
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Swimming Pool, Squash Court, Parking, Security, Tennis Court, Playground",Casa Impian,-,Freehold,"No. 78, Jalan Ooi Thiam Siew, Jelutong, Penang",2006.0,18.0,182.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,420000,0,0,,6
1.0,1.0,640,0,,"Apartment / Condominium, For Sale","Security, Jogging Track, Barbeque area, Parking, Tennis Court, Multipurpose hall, Squash Court, Sauna, Playground, Swimming Pool, Gymnasium",Molek Regency,Alpha Astral Realty Sdn Bhd,Freehold,"Jalan Molek 3/20, Taman Molek, Johor Bahru, Johor",2018.0,22.0,1050.0,Condominium,2.0,High,Non Bumi Lot,-,,0,0,,0,348000,0,0,,11
3.0,2.0,1045,0,,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Gymnasium, Tennis Court, Jogging Track, Parking, Security, Minimart, Barbeque area, Club house",Horizon Residence (Dwi Mutiara),-,Freehold,"Jalan Lingkungan Indah Utama, Iskandar Puteri, Johor",2014.0,22.0,440.0,Apartment,2.0,High,Non Bumi Lot,-,,0,0,,0,420000,0,0,,10
5.0,4.0,2293,0,,"Apartment / Condominium, For Sale","Security, Playground, Swimming Pool, Squash Court, Jogging Track, Club house, Parking, Multipurpose hall, Tennis Court, Lift, Barbeque area, Sauna, Minimart, Gymnasium",Impian Heights,Ioi Properties Group Berhad,Freehold,"Jalan Pipit, Bandar Puchong Jaya, Puchong, Selangor",1999.0,16.0,520.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,547000,0,0,,14
3.0,2.0,1000,0,,"Apartment / Condominium, For Sale",-,Desa Airmas,Airmas Group,Freehold,"2A - 2B, Jalan Helang, Sungai Dua,, Gelugor, Penang",2007.0,20.0,224.0,Condominium,2.0,-,Non Bumi Lot,-,,0,0,,0,530000,0,0,,1
3.0,2.0,1288,0,,"Apartment / Condominium, For Sale","Barbeque area, Playground, Security, Multipurpose hall, Gymnasium, Swimming Pool, Jogging Track",Ivory Residence,Tls Group,Freehold,"Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",2015.0,21.0,455.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,320000,0,0,,7
3.0,2.0,852,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Club house, Gymnasium, Security, Minimart, Playground, Barbeque area, Jogging Track, Parking, Swimming Pool, Lift",Vista Lavender,Talam Transform Berhad,Leasehold,"Persiaran Kinrara Seksyen 3, Bandar Kinrara, Puchong, Selangor",2000.0,12.0,480.0,Apartment,2.0,Medium,Non Bumi Lot,,"Bus Stop at Jalan Puchong 5
Bus Stop at Jalan Puchong 4
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Puchong 7
Bus Stop at Jalan Kinrara 4 1
Bus Stop at Jalan Kinrara 4 2
Bus Stop at Jalan TK 1/11A",0,0,"Kafa Integrasi Al-Falah
Sekolah Jenis Kebangsaan (Cina) Yak Chee
Sekolah Kebangsaan Bukit Kuchai
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara",0,250000,0,0,,11
2.0,2.0,947,0,,"Apartment / Condominium, For Sale","Jogging Track, Security, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Parking, Lift, Playground, Sauna",Luminari,Osk Property Holdings Berhad,Freehold,"Jalan Chain Ferry, Seberai Perai Utara, Butterworth, Penang",2020.0,34.0,462.0,Service Residence,2.0,-,Non Bumi Lot,-,,0,0,,0,480000,0,0,,10
3.0,2.0,1038,0,,"Apartment / Condominium, For Sale","Barbeque area, Minimart, Swimming Pool, Gymnasium, Playground, Sauna, Security, Jogging Track",Amara Service Residences,Jaya Megah Development Sdn Bhd,Freehold,"Jalan Raintree Utama, Batu Caves, Selangor",2014.0,23.0,744.0,Service Residence,2.0,Medium,Non Bumi Lot,E,,0,0,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",0,300000,0,0,KTM Station Batu Caves (Komuter Seremban Line),8
3.0,2.0,1000,0,,"Apartment / Condominium, For Sale","Parking, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna",The Cantonment,Malton Berhad Group,Freehold,"Pulau Tikus, Penang, Pulau Tikus, Penang",2015.0,32.0,71.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1500000,0,0,,8
4.0,3.0,1600,0,,"Apartment / Condominium, For Sale","Gymnasium, Security, Barbeque area, Parking, Playground, Swimming Pool",Straits Regency,-,Freehold,"No. 2, Persiaran Tanjung Bungah 3, Batu Ferringhi, Penang",2006.0,26.0,104.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,780000,0,0,,6
3.0,2.0,1352,0,,"Apartment / Condominium, For Sale","Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Jogging Track",Mira Residence,Bsg Property,Freehold,"Jalan Lembah Permai, Tanjung Bungah, Penang",2016.0,32.0,322.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,950000,0,0,,6
3.0,2.0,1171,0,,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Parking, Security, Lift, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Minimart, Sauna",The Resident,-,Leasehold,"Jalan Cempaka 2, Ampang, Kuala Lumpur",2016.0,22.0,180.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,532000,0,0,,11
4.0,3.0,1422,0,,"Apartment / Condominium, For Sale","Tennis Court, Lift, Playground, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Multipurpose hall",One Damansara,Mk Land Holdings,Leasehold,"Jalan PJU 10/1, Damansara Damai, Petaling Jaya, Selangor",2013.0,20.0,899.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,578000,0,0,,9
3.0,2.0,1012,0,,"Apartment / Condominium, For Sale","Swimming Pool, Minimart, Playground, Security, Barbeque area, Sauna, Gymnasium, Parking, Multipurpose hall, Lift",Amara Service Residences,Jaya Megah Development Sdn Bhd,Freehold,"Jalan Raintree Utama, Batu Caves, Selangor",2014.0,23.0,744.0,Service Residence,2.0,Medium,Non Bumi Lot,E,,0,0,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",0,320000,0,0,KTM Station Batu Caves (Komuter Seremban Line),10
2.0,1.0,590,0,,"Apartment / Condominium, For Sale",-,De Lofts,Kenbest Properties Sdn Bhd,Leasehold,"Jalan Tun Jugah, Kempas Heights, Kuching, Sarawak",2017.0,22.0,139.0,Apartment,1.0,-,Non Bumi Lot,-,,0,0,,0,500000,0,0,,1
3.0,2.0,852,0,,"Apartment / Condominium, For Sale","Security, Playground, Multipurpose hall, Parking, Minimart, Lift",Vista Lavender,Talam Transform Berhad,Leasehold,"Persiaran Kinrara Seksyen 3, Bandar Kinrara, Puchong, Selangor",2000.0,12.0,480.0,Apartment,1.0,High,Non Bumi Lot,E,"Bus Stop at Jalan Puchong 5
Bus Stop at Jalan Puchong 4
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Puchong 7
Bus Stop at Jalan Kinrara 4 1
Bus Stop at Jalan Kinrara 4 2
Bus Stop at Jalan TK 1/11A",0,0,"Kafa Integrasi Al-Falah
Sekolah Jenis Kebangsaan (Cina) Yak Chee
Sekolah Kebangsaan Bukit Kuchai
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara",0,299900,0,0,,6
3.0,2.0,1000,0,,"Apartment / Condominium, For Sale",-,Edgecumbe House,-,Freehold,"Jalan Edgecumbe, Off Gurney Drive, Georgetown, Penang",1996.0,15.0,54.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,,0,510000,0,0,,1
4.0,3.0,1464,0,,"Apartment / Condominium, For Sale","Gymnasium, Parking, Security, Swimming Pool, Playground, Jogging Track, Barbeque area",Summer Place,Jelutong Development Sdn. Bhd. (Ijm Land),Leasehold,"Lebuh Sungai Pinang 8, Jelutong, Georgetown, Penang",2011.0,22.0,531.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,930000,0,0,,7
3.0,2.0,1000,0,,"Apartment / Condominium, For Sale","Parking, Security, Playground, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Sauna",The Cantonment,Malton Berhad Group,Freehold,"Pulau Tikus, Penang, Pulau Tikus, Penang",2015.0,32.0,71.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1500000,0,0,,8
4.0,3.0,1600,0,,"Apartment / Condominium, For Sale","Gymnasium, Security, Barbeque area, Parking, Playground, Swimming Pool",Straits Regency,-,Freehold,"No. 2, Persiaran Tanjung Bungah 3, Batu Ferringhi, Penang",2006.0,26.0,104.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,780000,0,0,,6
3.0,2.0,1352,0,,"Apartment / Condominium, For Sale","Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Jogging Track",Mira Residence,Bsg Property,Freehold,"Jalan Lembah Permai, Tanjung Bungah, Penang",2016.0,32.0,322.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,950000,0,0,,6
3.0,2.0,1171,0,,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Parking, Security, Lift, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Minimart, Sauna",The Resident,-,Leasehold,"Jalan Cempaka 2, Ampang, Kuala Lumpur",2016.0,22.0,180.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,532000,0,0,,11
4.0,3.0,1422,0,,"Apartment / Condominium, For Sale","Tennis Court, Lift, Playground, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Multipurpose hall",One Damansara,Mk Land Holdings,Leasehold,"Jalan PJU 10/1, Damansara Damai, Petaling Jaya, Selangor",2013.0,20.0,899.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,578000,0,0,,9
3.0,2.0,1012,0,,"Apartment / Condominium, For Sale","Swimming Pool, Minimart, Playground, Security, Barbeque area, Sauna, Gymnasium, Parking, Multipurpose hall, Lift",Amara Service Residences,Jaya Megah Development Sdn Bhd,Freehold,"Jalan Raintree Utama, Batu Caves, Selangor",2014.0,23.0,744.0,Service Residence,2.0,Medium,Non Bumi Lot,E,,0,0,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",0,320000,0,0,KTM Station Batu Caves (Komuter Seremban Line),10
2.0,1.0,590,0,,"Apartment / Condominium, For Sale",-,De Lofts,Kenbest Properties Sdn Bhd,Leasehold,"Jalan Tun Jugah, Kempas Heights, Kuching, Sarawak",2017.0,22.0,139.0,Apartment,1.0,-,Non Bumi Lot,-,,0,0,,0,500000,0,0,,1
3.0,2.0,852,0,,"Apartment / Condominium, For Sale","Security, Playground, Multipurpose hall, Parking, Minimart, Lift",Vista Lavender,Talam Transform Berhad,Leasehold,"Persiaran Kinrara Seksyen 3, Bandar Kinrara, Puchong, Selangor",2000.0,12.0,480.0,Apartment,1.0,High,Non Bumi Lot,E,"Bus Stop at Jalan Puchong 5
Bus Stop at Jalan Puchong 4
Bus Stop at Jalan Taman Kinrara
Bus Stop at Jalan Puchong 7
Bus Stop at Jalan Kinrara 4 1
Bus Stop at Jalan Kinrara 4 2
Bus Stop at Jalan TK 1/11A",0,0,"Kafa Integrasi Al-Falah
Sekolah Jenis Kebangsaan (Cina) Yak Chee
Sekolah Kebangsaan Bukit Kuchai
Sekolah Kebangsaan Seksyen 1 Bandar Kinrara",0,299900,0,0,,6
3.0,2.0,1000,0,,"Apartment / Condominium, For Sale",-,Edgecumbe House,-,Freehold,"Jalan Edgecumbe, Off Gurney Drive, Georgetown, Penang",1996.0,15.0,54.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,,0,510000,0,0,,1
4.0,3.0,1464,0,,"Apartment / Condominium, For Sale","Gymnasium, Parking, Security, Swimming Pool, Playground, Jogging Track, Barbeque area",Summer Place,Jelutong Development Sdn. Bhd. (Ijm Land),Leasehold,"Lebuh Sungai Pinang 8, Jelutong, Georgetown, Penang",2011.0,22.0,531.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,930000,0,0,,7
3.0,3.0,1400,0,,"Apartment / Condominium, For Sale",-,Raffel Tower,Bsg Property,Freehold,"1 Off Jalan Bukit Gambir, Bukit Gambir, Gelugor, Penang",2015.0,29.0,260.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1030000,0,0,,1
3.0,4.0,2101,0,,"Apartment / Condominium, For Sale","Security, Gymnasium, Jogging Track, Club house, Playground, Tennis Court, Multipurpose hall, Swimming Pool, Barbeque area, Lift, Parking",Andaman @ Quayside,Eastern & Oriental Berhad,Freehold,"Off Jalan Seri Tanjung Pinang, Seri Tanjung Pinang, Tanjong Tokong, Penang",2017.0,25.0,298.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,2680000,0,0,,11
3.0,2.0,1055,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Pangsapuri Puncak Saujana,-,Freehold,"Taman Puncak Saujana, Kajang Saujana, Kajang, Selangor",2017.0,22.0,480.0,Apartment,2.0,High,Non Bumi Lot,E,,0,0,,0,268000,0,0,,14
3.0,2.0,1023,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Residensi Zamrud @ Kajang,Cheras Hong Soon Development Sdn. Bhd.,Freehold,"Jalan Zamrud Utama, Kajang 2, Kajang, Selangor",2019.0,22.0,1205.0,Condominium,2.0,High,Bumi Lot,E,,0,0,,0,300000,0,0,,14
2.0,1.0,657,0,Quayside Mall,"Apartment / Condominium, For Sale","Sauna, Barbeque area, Parking, Playground, Security, Jogging Track",The Amber Residences,Gamuda Land Sdn Bhd,Leasehold,"Twentyfive.7 Experience Gallery, Lot 43495, Persiaran Oleander, 42500, Telok Panglima Garang, Selangor, Kota Kemuning, Selangor",2022.0,22.0,596.0,Service Residence,2.0,-,Non Bumi Lot,E,,0,0,,0,430000,0,0,,6
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Security, Sauna, Parking, Jogging Track, Playground, Minimart",Mutiara Perdana 1 (Lengkuk Kelicap),-,Freehold,"Off Persiaran Kelicap, Bayan Lepas, Penang",1997.0,22.0,216.0,Apartment,2.0,Low,Non Bumi Lot,AE,,0,0,,0,390000,0,0,,6
3.0,2.0,946,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Tennis Court, Squash Court",Endah Ria,Soon Tiek Development & Pj Development,Leasehold,"Taman Sri Endah, Sri Petaling, Kuala Lumpur",2000.0,18.0,752.0,Condominium,1.0,Medium,Bumi Lot,E,,0,0,,0,386000,0,0,,9
1.0,1.0,600,0,,"Apartment / Condominium, For Sale","Parking, Security, Swimming Pool, Gymnasium, Lift, Playground",Axis Pandan,Reliable Capacity,Leasehold,"Jalan Cempaka 8, Taman Cempaka, Ampang, Selangor",2009.0,33.0,384.0,Service Residence,2.0,-,Non Bumi Lot,E,,0,0,"Sekolah Rendah Agama Kampung Pandan Jalan F
Sekolah Kebangsaan Taman Nirwana
Sekolah Menengah Kebangsaan Pandan Jaya",0,245000,0,0,"LRT Station Pandan Indah (Ampang Line)
LRT Station Cempaka (Ampang Line)",6
